267
(373,98)
(374,98)
(375,99)
(377,108)
(384,106)
(385,106)
(386,105)
(387,105)
(389,104)
(390,102)
(392,102)
(393,100)
(395,100)
(394,99)
(395,97)
(398,96)
(399,97)
(401,95)
(403,95)
(404,97)
(405,97)
(408,96)
(409,96)
(414,96)
(415,95)
(420,93)
(420,99)
(447,99)
(452,99)
(458,98)
(462,98)
(466,99)
(470,99)
(473,98)
(476,98)
(479,98)
(483,98)
(486,98)
(489,98)
(492,98)
(495,98)
(501,98)
(502,97)
(507,98)
(510,100)
(513,97)
(543,97)
(546,96)
(550,94)
(553,90)
(559,85)
(569,83)
(570,83)
(569,82)
(573,80)
(576,82)
(579,82)
(600,81)
(611,63)
(623,47)
(631,47)
(635,48)
(643,48)
(648,53)
(652,53)
(653,54)
(655,53)
(660,57)
(660,57)
(662,57)
(665,59)
(663,62)
(663,66)
(662,67)
(667,65)
(668,63)
(670,67)
(670,68)
(670,69)
(673,69)
(675,68)
(676,68)
(677,70)
(676,71)
(676,74)
(675,76)
(676,77)
(678,76)
(679,77)
(677,78)
(678,79)
(677,80)
(678,81)
(681,80)
(684,84)
(685,83)
(688,86)
(687,94)
(686,94)
(686,95)
(684,95)
(683,97)
(685,103)
(685,105)
(686,108)
(687,112)
(686,114)
(685,121)
(696,132)
(700,139)
(704,139)
(707,142)
(711,142)
(712,144)
(713,144)
(713,144)
(714,145)
(716,143)
(717,144)
(717,146)
(719,147)
(719,148)
(721,148)
(722,146)
(725,144)
(734,143)
(736,146)
(735,148)
(736,148)
(736,150)
(737,151)
(736,152)
(738,156)
(737,157)
(738,159)
(738,160)
(737,161)
(741,163)
(741,165)
(743,167)
(744,170)
(740,175)
(738,177)
(736,181)
(731,183)
(727,190)
(723,193)
(721,195)
(717,196)
(713,199)
(713,203)
(711,206)
(711,208)
(705,214)
(705,214)
(704,214)
(701,216)
(699,214)
(694,212)
(693,211)
(686,208)
(667,222)
(667,224)
(662,224)
(661,225)
(654,227)
(648,225)
(647,227)
(643,228)
(642,231)
(635,231)
(630,229)
(628,229)
(624,228)
(627,221)
(625,218)
(623,218)
(616,215)
(612,219)
(611,221)
(610,221)
(606,220)
(604,218)
(597,217)
(591,212)
(591,209)
(589,201)
(585,200)
(581,202)
(578,199)
(579,198)
(578,196)
(575,196)
(570,192)
(570,190)
(566,188)
(562,190)
(556,190)
(555,189)
(545,186)
(544,179)
(545,178)
(545,174)
(543,173)
(544,169)
(543,167)
(536,167)
(535,166)
(534,167)
(531,166)
(529,166)
(527,164)
(523,165)
(520,165)
(511,166)
(508,165)
(505,163)
(500,163)
(492,165)
(489,164)
(488,163)
(476,162)
(474,161)
(469,165)
(459,164)
(454,164)
(450,169)
(445,168)
(446,166)
(445,165)
(428,167)
(426,165)
(422,168)
(420,165)
(417,164)
(415,165)
(408,164)
(406,165)
(406,167)
(401,168)
(400,166)
(397,164)
(394,165)
(387,163)
(382,163)
(382,163)
(382,161)
(381,158)
(381,154)
(381,151)
(380,148)
(380,145)
(380,141)
(380,138)
(379,135)
(378,132)
(378,129)
(378,126)
(377,122)
(377,119)
(377,116)
(376,112)
(376,110)
(375,106)
(374,103)
(374,100)
(373,98)
