434
(2547,1111)
(2549,1114)
(2551,1114)
(2554,1115)
(2557,1116)
(2560,1116)
(2563,1115)
(2563,1114)
(2565,1111)
(2567,1108)
(2569,1108)
(2572,1110)
(2573,1113)
(2576,1110)
(2579,1112)
(2580,1116)
(2580,1120)
(2581,1125)
(2584,1124)
(2587,1122)
(2589,1124)
(2592,1125)
(2593,1124)
(2596,1124)
(2598,1128)
(2599,1132)
(2600,1132)
(2601,1133)
(2601,1135)
(2600,1136)
(2599,1137)
(2597,1137)
(2596,1138)
(2594,1141)
(2593,1142)
(2593,1143)
(2594,1144)
(2596,1147)
(2599,1150)
(2600,1150)
(2601,1149)
(2601,1148)
(2604,1146)
(2606,1143)
(2608,1140)
(2611,1138)
(2611,1139)
(2611,1140)
(2611,1144)
(2609,1148)
(2610,1150)
(2611,1154)
(2610,1158)
(2611,1159)
(2611,1158)
(2612,1157)
(2615,1159)
(2615,1161)
(2616,1165)
(2615,1165)
(2614,1165)
(2613,1165)
(2612,1166)
(2612,1167)
(2613,1167)
(2614,1171)
(2617,1172)
(2620,1172)
(2623,1172)
(2625,1169)
(2628,1167)
(2630,1164)
(2633,1162)
(2635,1159)
(2638,1156)
(2641,1156)
(2639,1160)
(2638,1163)
(2637,1167)
(2636,1172)
(2637,1173)
(2639,1176)
(2642,1178)
(2645,1177)
(2644,1176)
(2644,1174)
(2645,1173)
(2647,1170)
(2649,1169)
(2649,1168)
(2649,1167)
(2650,1164)
(2653,1163)
(2656,1160)
(2657,1159)
(2657,1154)
(2658,1150)
(2660,1149)
(2663,1148)
(2666,1149)
(2669,1148)
(2671,1151)
(2673,1151)
(2674,1152)
(2676,1155)
(2679,1157)
(2681,1159)
(2684,1161)
(2687,1162)
(2690,1162)
(2693,1162)
(2694,1161)
(2695,1157)
(2695,1153)
(2696,1151)
(2694,1148)
(2692,1144)
(2691,1139)
(2694,1142)
(2696,1145)
(2697,1146)
(2698,1145)
(2698,1144)
(2697,1144)
(2697,1143)
(2700,1145)
(2703,1147)
(2706,1146)
(2707,1146)
(2706,1150)
(2707,1152)
(2707,1153)
(2710,1153)
(2711,1152)
(2710,1157)
(2710,1158)
(2711,1160)
(2711,1164)
(2713,1168)
(2716,1166)
(2714,1162)
(2714,1157)
(2717,1156)
