905
(1149,255)
(1148,251)
(1148,248)
(1147,245)
(1146,242)
(1146,238)
(1145,235)
(1145,232)
(1144,228)
(1143,225)
(1143,222)
(1142,219)
(1141,215)
(1141,212)
(1140,209)
(1140,205)
(1139,202)
(1139,200)
(1143,195)
(1144,192)
(1147,188)
(1149,187)
(1154,189)
(1155,192)
(1160,192)
(1163,197)
(1165,196)
(1167,195)
(1171,195)
(1172,193)
(1174,193)
(1189,194)
(1191,189)
(1194,185)
(1197,178)
(1198,169)
(1200,163)
(1200,155)
(1201,154)
(1201,151)
(1203,149)
(1203,145)
(1211,141)
(1214,137)
(1217,132)
(1214,127)
(1213,125)
(1216,119)
(1214,116)
(1214,114)
(1218,113)
(1218,108)
(1225,100)
(1232,100)
(1234,98)
(1238,89)
(1239,82)
(1244,79)
(1244,70)
(1248,70)
(1260,72)
(1266,70)
(1267,69)
(1269,66)
(1270,63)
(1272,60)
(1274,57)
(1276,54)
(1278,51)
(1280,48)
(1282,45)
(1284,42)
(1285,39)
(1287,36)
(1289,33)
(1291,30)
(1293,27)
(1295,24)
(1297,21)
(1298,18)
(1300,15)
(1302,12)
(1304,9)
(1306,6)
(1308,3)
(1310,0)
(1311,-2)
(1313,-5)
(1315,-8)
(1317,-11)
(1320,-14)
(1322,-17)
(1324,-20)
(1326,-23)
(1328,-26)
(1330,-29)
(1332,-32)
(1334,-35)
(1336,-38)
(1338,-41)
(1340,-44)
(1342,-47)
(1344,-50)
(1346,-53)
(1349,-56)
(1351,-60)
(1353,-63)
(1355,-66)
(1357,-69)
(1359,-72)
(1361,-75)
(1363,-78)
(1365,-81)
(1367,-84)
(1369,-87)
(1371,-90)
(1373,-93)
(1375,-96)
(1377,-99)
(1379,-102)
(1381,-105)
(1383,-108)
(1385,-111)
(1388,-114)
(1390,-117)
(1392,-120)
(1394,-123)
(1396,-126)
(1398,-129)
(1400,-133)
(1402,-136)
(1404,-139)
(1406,-142)
(1408,-145)
(1410,-148)
(1412,-151)
(1414,-154)
(1416,-157)
(1418,-160)
(1420,-163)
(1422,-166)
(1424,-170)
(1426,-173)
(1428,-176)
(1430,-179)
(1432,-182)
(1434,-185)
