1312
(623,6267)
(625,6270)
(632,6275)
(632,6280)
(632,6292)
(638,6298)
(643,6306)
(645,6306)
(646,6304)
(653,6302)
(656,6304)
(657,6306)
(657,6307)
(655,6307)
(653,6316)
(651,6321)
(654,6322)
(658,6326)
(657,6328)
(657,6333)
(661,6347)
(655,6352)
(651,6352)
(650,6356)
(654,6357)
(651,6361)
(648,6365)
(647,6371)
(646,6372)
(652,6371)
(655,6369)
(656,6369)
(658,6369)
(659,6373)
(663,6371)
(666,6369)
(665,6368)
(664,6367)
(665,6366)
(669,6362)
(671,6361)
(672,6357)
(674,6355)
(676,6355)
(678,6352)
(683,6353)
(686,6354)
(688,6353)
(693,6353)
(694,6350)
(697,6349)
(697,6350)
(700,6351)
(700,6353)
(699,6358)
(703,6361)
(706,6361)
(707,6363)
(705,6368)
(705,6371)
(704,6376)
(701,6378)
(702,6383)
(700,6388)
(701,6388)
(706,6385)
(709,6387)
(711,6387)
(712,6388)
(718,6385)
(719,6388)
(717,6390)
(719,6391)
(719,6397)
(718,6398)
(718,6400)
(719,6400)
(718,6403)
(724,6407)
(724,6415)
(725,6419)
(728,6422)
(728,6423)
(737,6430)
(740,6439)
(740,6441)
(735,6445)
(735,6446)
(738,6448)
(740,6451)
(741,6453)
(745,6453)
(749,6455)
(751,6454)
(753,6456)
(756,6456)
(759,6455)
(761,6455)
(763,6454)
(768,6454)
(773,6451)
(777,6450)
(780,6450)
(781,6449)
(803,6458)
(813,6458)
(816,6455)
(823,6452)
(828,6448)
(831,6449)
(833,6448)
(835,6449)
(837,6447)
(839,6447)
(840,6447)
(840,6443)
(842,6442)
(845,6442)
(847,6440)
(855,6443)
(861,6443)
(866,6445)
(866,6446)
(865,6448)
(867,6449)
(872,6451)
(873,6452)
(876,6452)
(879,6453)
(882,6453)
(883,6453)
(885,6451)
(886,6452)
(888,6451)
(893,6455)
(898,6449)
(901,6448)
(903,6452)
(903,6455)
(904,6457)
(906,6456)
(908,6459)
(913,6459)
(912,6461)
(916,6462)
(921,6457)
(923,6456)
(925,6456)
(925,6453)
(926,6451)
(930,6451)
(929,6449)
(931,6448)
(930,6447)
(931,6446)
(930,6444)
(936,6441)
(937,6438)
(939,6436)
(944,6435)
(946,6431)
(947,6431)
(952,6432)
(952,6434)
(951,6436)
(955,6440)
(955,6444)
(961,6449)
(963,6447)
(965,6448)
(965,6445)
(964,6444)
(964,6440)
(969,6435)
(969,6432)
(971,6430)
