304
(873,-5535)
(873,-5533)
(875,-5531)
(881,-5529)
(891,-5531)
(894,-5528)
(900,-5529)
(901,-5528)
(902,-5525)
(905,-5524)
(907,-5526)
(909,-5528)
(912,-5530)
(914,-5532)
(916,-5533)
(918,-5531)
(921,-5529)
(924,-5528)
(927,-5526)
(929,-5525)
(932,-5523)
(935,-5521)
(938,-5520)
(940,-5518)
(943,-5517)
(946,-5515)
(948,-5513)
(951,-5512)
(954,-5510)
(957,-5508)
(959,-5507)
(962,-5505)
(965,-5504)
(965,-5500)
(965,-5497)
(965,-5494)
(965,-5490)
(965,-5487)
(965,-5484)
(965,-5481)
(965,-5478)
(965,-5474)
(965,-5471)
(965,-5468)
(965,-5465)
(965,-5462)
(965,-5458)
(965,-5455)
(965,-5452)
(965,-5449)
(965,-5445)
(965,-5442)
(965,-5439)
(965,-5436)
(965,-5433)
(965,-5429)
(965,-5427)
(966,-5426)
(966,-5427)
(967,-5428)
(968,-5426)
(969,-5427)
(970,-5426)
(971,-5428)
(973,-5428)
(974,-5426)
(975,-5428)
(976,-5427)
(976,-5426)
(977,-5426)
(977,-5425)
(978,-5427)
(980,-5423)
(982,-5425)
(982,-5423)
(983,-5424)
(985,-5424)
(986,-5429)
(987,-5429)
(988,-5430)
(988,-5432)
(989,-5433)
(989,-5435)
(989,-5437)
(989,-5438)
(991,-5437)
(991,-5439)
(993,-5439)
(995,-5438)
(996,-5438)
(995,-5440)
(996,-5439)
(999,-5439)
(1004,-5443)
(1007,-5448)
(1008,-5448)
(1008,-5451)
(1009,-5453)
(1010,-5455)
(1011,-5456)
(1012,-5458)
(1013,-5457)
(1014,-5457)
(1014,-5459)
(1012,-5459)
(1014,-5461)
(1014,-5464)
(1016,-5464)
(1019,-5467)
(1021,-5467)
(1022,-5471)
(1027,-5474)
(1028,-5476)
(1031,-5477)
(1031,-5481)
(1033,-5483)
(1033,-5485)
(1034,-5486)
(1035,-5486)
(1035,-5483)
(1035,-5480)
(1035,-5476)
(1035,-5473)
(1035,-5470)
(1035,-5467)
(1035,-5463)
(1035,-5460)
(1035,-5459)
(1038,-5459)
(1042,-5459)
(1045,-5459)
(1048,-5459)
(1051,-5459)
(1054,-5459)
(1057,-5459)
(1060,-5459)
(1063,-5459)
(1066,-5459)
(1069,-5459)
(1069,-5456)
(1069,-5452)
(1069,-5449)
(1069,-5446)
(1069,-5443)
(1069,-5440)
(1069,-5436)
(1069,-5433)
(1069,-5430)
(1069,-5427)
(1069,-5423)
(1069,-5420)
(1069,-5417)
(1069,-5414)
(1069,-5410)
(1069,-5407)
(1069,-5404)
(1069,-5401)
(1069,-5397)
(1069,-5394)
(1069,-5391)
(1069,-5388)
(1069,-5385)
(1069,-5381)
(1069,-5378)
(1069,-5375)
(1069,-5372)
(1069,-5368)
(1069,-5365)
(1069,-5362)
(1069,-5359)
(1069,-5355)
(1069,-5352)
(1069,-5349)
(1021,-5349)
(954,-5353)
(954,-5351)
(955,-5350)
(954,-5347)
(955,-5343)
(954,-5340)
(954,-5335)
(952,-5332)
(952,-5329)
(952,-5328)
(950,-5325)
(949,-5325)
(945,-5317)
(943,-5318)
(942,-5318)
(943,-5316)
(944,-5316)
(945,-5315)
(946,-5314)
(947,-5313)
(951,-5313)
(950,-5313)
(951,-5309)
(956,-5316)
(957,-5317)
(958,-5316)
(957,-5313)
(951,-5306)
(948,-5300)
(944,-5295)
(943,-5293)
(943,-5294)
(941,-5294)
(940,-5299)
(938,-5300)
(926,-5313)
(925,-5316)
(921,-5320)
(915,-5330)
(908,-5339)
(904,-5349)
(900,-5351)
(899,-5349)
(895,-5351)
(893,-5353)
(891,-5353)
(887,-5350)
(884,-5350)
(883,-5348)
(880,-5349)
(876,-5349)
(874,-5350)
(875,-5352)
(875,-5355)
(870,-5358)
(869,-5361)
(866,-5361)
(867,-5364)
(865,-5366)
(866,-5368)
(866,-5369)
(863,-5372)
(865,-5372)
(865,-5374)
(863,-5375)
(861,-5374)
(859,-5375)
(858,-5373)
(856,-5372)
(855,-5371)
(854,-5371)
(852,-5375)
(853,-5377)
(850,-5381)
(845,-5385)
(842,-5384)
(842,-5386)
(844,-5389)
(842,-5394)
(839,-5396)
(836,-5401)
(834,-5402)
(833,-5405)
(830,-5406)
(825,-5406)
(826,-5409)
(827,-5412)
(828,-5415)
(829,-5418)
(831,-5420)
(832,-5423)
(833,-5427)
(834,-5429)
(835,-5432)
(836,-5436)
(836,-5439)
(836,-5442)
(836,-5445)
(836,-5448)
(835,-5452)
(835,-5455)
(835,-5458)
(835,-5462)
(835,-5465)
(835,-5468)
(836,-5471)
(836,-5474)
(837,-5477)
(838,-5480)
(839,-5483)
(841,-5486)
(842,-5489)
(843,-5492)
(844,-5495)
(846,-5497)
(848,-5500)
(849,-5503)
(851,-5505)
(853,-5509)
(854,-5511)
(856,-5513)
(858,-5516)
(860,-5518)
(862,-5520)
(864,-5523)
(866,-5525)
(868,-5528)
(869,-5531)
(871,-5533)
(873,-5535)
