189
(782,-1005)
(784,-1005)
(784,-1007)
(787,-1006)
(790,-1008)
(794,-1008)
(796,-1009)
(800,-1010)
(801,-1009)
(802,-1009)
(805,-1005)
(807,-1004)
(809,-1001)
(808,-1000)
(809,-998)
(808,-995)
(806,-995)
(806,-997)
(800,-995)
(797,-993)
(797,-988)
(796,-988)
(795,-985)
(792,-985)
(793,-983)
(796,-985)
(796,-986)
(797,-983)
(795,-982)
(799,-975)
(798,-974)
(796,-973)
(795,-973)
(796,-970)
(797,-969)
(796,-972)
(798,-972)
(801,-973)
(802,-973)
(804,-971)
(805,-970)
(804,-963)
(805,-954)
(806,-952)
(806,-946)
(808,-940)
(807,-937)
(810,-933)
(810,-931)
(810,-928)
(807,-925)
(806,-921)
(806,-919)
(807,-918)
(809,-918)
(807,-919)
(807,-922)
(810,-928)
(810,-930)
(812,-933)
(809,-937)
(810,-940)
(807,-947)
(808,-952)
(806,-965)
(807,-969)
(805,-974)
(801,-976)
(801,-977)
(804,-977)
(803,-978)
(803,-979)
(802,-978)
(802,-979)
(800,-979)
(800,-984)
(801,-988)
(801,-991)
(805,-990)
(809,-994)
(812,-993)
(815,-994)
(815,-994)
(815,-990)
(815,-987)
(815,-984)
(815,-981)
(816,-978)
(816,-975)
(816,-971)
(816,-968)
(816,-965)
(816,-962)
(816,-958)
(816,-955)
(816,-952)
(816,-948)
(815,-945)
(815,-942)
(815,-939)
(815,-936)
(815,-932)
(815,-929)
(822,-927)
(827,-922)
(828,-919)
(827,-917)
(825,-915)
(827,-911)
(830,-904)
(828,-899)
(828,-897)
(828,-893)
(827,-892)
(824,-889)
(819,-887)
(817,-883)
(820,-878)
(819,-872)
(817,-870)
(812,-868)
(807,-860)
(809,-854)
(811,-852)
(812,-847)
(814,-845)
(814,-841)
(815,-839)
(815,-838)
(814,-834)
(811,-832)
(809,-830)
(806,-828)
(803,-828)
(799,-832)
(799,-837)
(798,-840)
(797,-847)
(795,-848)
(794,-853)
(795,-856)
(795,-863)
(796,-866)
(798,-867)
(799,-871)
(802,-874)
(801,-879)
(802,-883)
(803,-885)
(806,-886)
(806,-889)
(807,-891)
(807,-894)
(809,-898)
(812,-903)
(816,-907)
(815,-909)
(812,-912)
(806,-913)
(803,-917)
(802,-920)
(803,-925)
(804,-930)
(802,-934)
(802,-941)
(801,-943)
(801,-948)
(798,-948)
(795,-949)
(792,-949)
(790,-949)
(790,-952)
(790,-955)
(790,-958)
(790,-962)
(790,-965)
(790,-968)
(790,-972)
(790,-975)
(790,-978)
(790,-981)
(790,-984)
(790,-988)
(790,-991)
(790,-994)
(790,-997)
(790,-1000)
(789,-1002)
(782,-1005)
